date,close,volume,vix,rsi_14,beta,correlation_sp_vix
2023-06-16,4409.58984375,6848600000,13.539999961853027,73.17388034827971,1.0,-0.6304814253848322
2023-06-20,4388.7099609375,4055790000,13.880000114440918,68.7612343466421,1.0,-0.5590843767498863
2023-06-21,4365.68994140625,3709330000,13.199999809265137,64.16696142636667,1.0,-0.5147885985501992
2023-06-22,4381.89013671875,3511000000,12.90999984741211,65.894004249003,1.0,-0.5000694271492776
2023-06-23,4348.330078125,6053620000,13.4399995803833,59.49666695241499,1.0,-0.5172056704256428
2023-06-26,4328.81982421875,3415030000,14.25,56.08752918061478,1.0,-0.5340414125205354
2023-06-27,4378.41015625,3573500000,13.739999771118164,62.04118044247331,1.0,-0.540243566057198
2023-06-28,4376.85986328125,3739330000,13.430000305175781,61.75927778424415,1.0,-0.5366983570708621
2023-06-29,4396.43994140625,3696660000,13.539999961853027,63.98508158823449,1.0,-0.5104734158183899
2023-06-30,4450.3798828125,3923450000,13.59000015258789,69.28836113465412,1.0,-0.45938622089714465
2023-07-03,4455.58984375,2034280000,13.569999694824219,69.75167163605177,1.0,-0.44322658885844984
2023-07-05,4446.81982421875,3482620000,14.180000305175781,67.89490587492463,1.0,-0.44505456765763457
2023-07-06,4411.58984375,3682020000,15.4399995803833,60.883593715007216,1.0,-0.486512164961852
2023-07-07,4398.9501953125,3630480000,14.829999923706055,58.54756474777557,1.0,-0.4106504552638856
2023-07-10,4409.52978515625,3429600000,15.069999694824219,59.93329930133157,1.0,-0.3577646567486994
2023-07-11,4439.259765625,3624220000,14.84000015258789,63.61434085274564,1.0,-0.3424401366774085
2023-07-12,4472.16015625,3920290000,13.539999961853027,67.20508723634316,1.0,-0.32769988708214015
2023-07-13,4510.0400390625,3839530000,13.609999656677246,70.7804511089043,1.0,-0.31971218404420304
2023-07-14,4505.419921875,3647450000,13.34000015258789,69.7811850055015,1.0,-0.2925410573045109
2023-07-17,4522.7900390625,3538240000,13.479999542236328,71.41513376920021,1.0,-0.21877049070431512
2023-07-18,4554.97998046875,4090010000,13.300000190734863,74.19929683334126,1.0,-0.13787891516407497
2023-07-19,4565.72021484375,4115670000,13.760000228881836,75.07172365668747,1.0,-0.1301856237269698
2023-07-20,4534.8701171875,3761770000,13.989999771118164,67.96291339250135,1.0,-0.14685755922523622
2023-07-21,4536.33984375,3570190000,13.600000381469727,68.11780696835505,1.0,-0.14286694988507753
2023-07-24,4554.64013671875,3856250000,13.90999984741211,70.05893347203538,1.0,-0.12506028597425445
2023-07-25,4567.4599609375,3812470000,13.859999656677246,71.37378956525647,1.0,-0.12430750464163007
2023-07-26,4566.75,3990290000,13.1899995803833,71.18734453256926,1.0,-0.21785421262025764
2023-07-27,4537.41015625,4553210000,14.40999984741211,63.773242080197086,1.0,-0.2804652064479313
